Tweet,Target,Stance
#Hillary to stop for #pizza today to garner the #Italian vote. #MSM is worthless. #libertynothillary #HillNo,hillary clinton,0
"Overheard at the Davenport open house: ""Oh, I know you from Facebook!"" #DigitalOrganizing #SemST",hillary clinton,0
It bugs me when some people seek to invalidate centrist Democrats. I prefer a bigger tent. #SemST,hillary clinton,2
If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him.  I don't take it back. #SemST,hillary clinton,2
"@LeahR77 @DrMartyFox > With continued #Obama's & @TheDemocrats Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ #SemST",hillary clinton,0
My liberty depends on you being free too. President Obama #SemST,hillary clinton,2
@CorrectRecord is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? #clintonemail #SemST,hillary clinton,0
Is there a Govt restart button? Someone needs to push that thing. #RememberBenghazi2016 #PatriotsWillRise #SemST,hillary clinton,2
"I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens. #SemST",hillary clinton,2
A lot of #GOPHaters for #Hillary - so funny because she is beating them all at 40% #SemST,hillary clinton,1
Remember back when #CrackerBarrel gave in 2 #PoliticalCorrectness over #DuckDynasty ? #Wakeup #NASCAR  b4 it's to late  #tcot #SemST,hillary clinton,2
@NBCNews Stop promoting @HillaryClinton. She is a liar. Just like her impeached husband. #WakeUpAmerica ,hillary clinton,0
@dhz26 I love a good sale. Money well spent. 2 birds with 1stone. #LoveWins #SemST,hillary clinton,2
"YAAAS, Hillary! @TsarRhys wins best dressed here at the #Merrimack 4th of July parade! #HillaryforNH #SemST",hillary clinton,0
@AutumnNAlston @JonathanDKF @_sarah_babb_ @McCollumMike @HillaryClinton @HillaryforSC Inaugural tweet from our new account! Go #SemST,hillary clinton,0
@NatureGuy101 @MaryMorientes   Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST,hillary clinton,1
"Tea Party Nation, Tea Party group listed by Southern Poverty Law Center as hate group. The Tea Party is The NEW Aryan Nations #SemST",hillary clinton,2
@HillaryClinton @WomenintheWorld we need to re-establish a #global system dominated by love and affection have #moral_humane RT,hillary clinton,1
"@DrMartyFox @BossHoggUSMC @JohnFromCranber @seanhannity @SheriffClarke Fine, they can leave USA & never come back. #OiP #Cruz2016 #SemST",hillary clinton,0
It's what's best for business and presidential seat for #HillaryClinton  #SemST,hillary clinton,0
"@sunbeltgirl @9975Ts @bobwilsonn ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #StopHillary2016 #SemST",hillary clinton,0
How anyone can believe a single word that comes out of that woman's mouth is beyond me... #SemST,hillary clinton,0
@JOEL5H @wonderfullone @Bipartisanism I hear the Peter Gunn theme. She's going to kick some serious GOP ass. #SemST,hillary clinton,0
@NBCNews including repealing the first amendment. Way to go,hillary clinton,0
"@Breaking911 Probably she made a promise to support gun rights to one citizen, while promising to ban guns to the other #SemST",hillary clinton,0
"#IfIhadAdollarFor wondering, was I that stupid when I was a #Democrats? #Obama #2A #NoAmnesty #WakeUpAmerica #SemST",hillary clinton,0
"Didn't realize Bob Dole was mentioned in Tupac's ""How do u want it"" #YesterdaysLeaders #SemST",hillary clinton,2
"Last week = Life (Obamacare, gay marriage)  Today = Death (air pollution, lethal injection)  Elections matter, y'all. #SCOTUS #SemST",hillary clinton,2
@JebBush Here are my thoughts on the ruling: keep your archaic non-science based beliefs out of the laws of our secular nation #SemST,hillary clinton,2
@Slate This is why Rand Paul will never be POTUS. #BaltimoreUprising #SemST,hillary clinton,2
Yes HRC subject 2 dbl standard Smh Come on @billclinton @HillaryClinton U Knew @ClintonFdn Donations Would b Scrutinized; Spun!,hillary clinton,0
@murphymike @blakehounshell @ScottFConroy let's see jebs emails from 2000 when he helped his idiot brother steal the presidency #SemST,hillary clinton,0
RT @FutureTXLeader: Are y'all #TexasTech #RedRaiders ready for #MarcoRubio in #2016 #TTU #TexasTechUniversity #Rubio #Texas #N... #SemST,hillary clinton,0
Would that the rest of #us were able to escape from #Clinton as well #ClintonCorrectional #HillaryClinton #escapeClinton #SemST,hillary clinton,0
Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly. #SemST,hillary clinton,1
"@kin2souls @sunbeltgirl @ChristiChat ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #SemST",hillary clinton,0
As late as 2013 #HillaryClinton opposed marriage equality. #SemST,hillary clinton,0
#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency. #SemST,hillary clinton,2
@17leete17 hahaha. He is some kind of special..  this is why Hillary's going to win! Hahaha. #SemST,hillary clinton,1
Chelsea and her bitch mother #HillaryClinton should of committed suicide and spare the world of their hideous pasty face #SemST,hillary clinton,0
@ChelseaClinton @HRC Do you stand for #BillClinton assaulting teen girls too? #ReadyForHillary #HillaryClinton #Clinton2016 #SemST,hillary clinton,0
"It's amazing to me how if you want a secure border & a legal process to immigration that makes sense, it means you are racist. #SemST",hillary clinton,2
"@HillaryClinton bad wife, bad role model for women, bad lawyer, bad First Lady, bad Senator, horrible Secretary of State.",hillary clinton,0
Trying 2 unfollow every twit who isn't going 2 vote if their candidate doesn't make it to the general.  #FeelTheBern   #SCOTUS #SemST,hillary clinton,2
"@HillaryClinton had a duty to preserve ESI Now it's someone's duty to prosecute & sanction her Apparently ""duty"" is irrelevant #SemST",hillary clinton,0
@JebBush you are set to lose if ur campaign is based on critics instead of proposing #bushfail #SemST,hillary clinton,2
Hilliary: I provided all work related emails  State Dept: There are work related emails you didn't provide  #Hillaredacted #SemST,hillary clinton,0
"Congratulations to our Women Soccer Team for just winning the World Cup against Japan 5-2, women rule ! #freeallfour #SemST",hillary clinton,0
@HillarityPress @Amedicinewoman 1.Food: #Benghazi 4 NeverAteAgain 2.Weather: #Benghazi WasFireHot 3.Pets: #Benghazi 4PetsMissThem #SemST,hillary clinton,0
What Are We Believing in?  BELIEVE IN VICTORY. Go for  #VICTORY2016  #SemST,hillary clinton,0
#Hillary is as transparent as a brick wall #LibertyNotHillary,hillary clinton,0
@ChelseaClinton's mom has got it going on! #POTUS #ChelseasMom #SemST,hillary clinton,1
Very simple: the Clinton's are corrupt. #SemST,hillary clinton,0
@LaneLewis Thanks for the follow! #TheHRCSuperVols for #SemST,hillary clinton,2
"@jjauthor Janie, I am honored to be followed by you, thank you and God bless you.  #freeallfour #SemST",hillary clinton,2
Save an intern.... Keep Bill & Hillary out of the White House.  #SemST,hillary clinton,0
"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her. #SemST",hillary clinton,0
"#HillaryClinton wants to be elected (thinks she's entitled)to WORK 4 the PEOPLE, & yet, she wants nothing to do with them!#peons #SemST",hillary clinton,0
"@HillaryClinton: Here's to fearless women chasing their goals. Congratulations, Team #USA! H #SemST",hillary clinton,0
Marriage equality a constitutional right! Woot #HRC2016 #hillaryclinton #readyforhillary #vote #hillaryfor2016 ##mpotus #SemST,hillary clinton,1
@HillaryClinton Hillary is a Directioner! This is awesome! :-) They need to sing at your Inauguration! #SemST,hillary clinton,1
.@Theblacksphere #Hillary took a #HypocriticalOath with a vow to do harm to all that cross her. Are you #ReadyForHillary  #GOP2016 #SemST,hillary clinton,0
"I'm 72 yrs old and ever since I was 6 yrs old I wanted to live long enough to see a woman President - Jim from Monticello, IA #SemST",hillary clinton,0
crazy to think next up for the Oval Office is either going to be Hillary or a Republican #SemST,hillary clinton,0
The #HillaryCampaignSong Top 20 will be revealed (and voting will resume) Monday morning at 10am PT! #SemST,hillary clinton,0
The rebel flag flew off the pole & pulled trigger on gun that fired by itself  liberal dementia growing  daily #2a #rebelflag #SemST,hillary clinton,2
U Missouri at KC got Chelsea caus Hils cost too much. Chels could arrive w/ mom - no xtra charge. @HillaryClinton #SemST,hillary clinton,0
"@FoxNews @marthamaccallum @BillHemmer whose the opportunist now, #NoHillary2016",hillary clinton,0
Wondering if my Hilary 2016 sticker will affect my popularity at the shooting range... #firstdate #SemST,hillary clinton,1
@DeatonCAPT Simple. Govt benefits. Surprised it's only 42%. Must be some dependents who want off welfare. #SemST,hillary clinton,2
Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus. #SemST,hillary clinton,1
"We're out here in G-town, and where are you  #sctweets #SemST",hillary clinton,2
"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ #SemST",hillary clinton,1
We stand with the great #Baltimore mayor! Fire all the Crooks in Uniform! @MayorSRB #FreddieGray #hannity @donlemon #BlueWall #SemST,hillary clinton,2
GW Bush gives $100K speech to wounded vets...then sells uranium to Russia. Oh wait. #SemST,hillary clinton,2
"That's true, as long as one works hard, has a record of accomplishment and deserves it. @HillaryClinton NOT #SemST",hillary clinton,0
Great day in Emmetsburg meeting with #HillaryClinton supporters and learning more about important issues in Palo Alto county #SemST,hillary clinton,0
"@HillaryforIA come on, Iowa! For better USA and the ROW #SemST",hillary clinton,1
@iaaronmitch Right now I think we're all sending special thanks to Donald Trump. #SemST,hillary clinton,0
I'm conservative but I must admit I'd rather see @SenSanders as president than Mrs. Clinton. #stillvotingGOP #politics #SemST,hillary clinton,0
"@szabosolicitors Thanks for the follow counselor, may God bless you and your family !  #freeallfour #SemST",hillary clinton,2
"@gerfingerpoken2 he made a careless mistake, she deliberately broke many laws & still lies about it. #SemST",hillary clinton,0
When you fav supports the wrong candidate  (@ladygaga)  #Bernie2016 #SemST,hillary clinton,2
@StarCoreOne02 @DrMartyFox Is it still 1992? We must be watching Back To The Future 10.0 #SemST,hillary clinton,2
@HillaryClinton So what's your goal for setting up victims for #BillClinton to assault? #HillaryClinton #ChelseasMom #tlot #SemST,hillary clinton,0
"Didn't take long for Clinton lackey @PaulBegala to play the ""crazy"" card. So predictable #SemST",hillary clinton,0
"@bristola48 @AlciniaH @Mahogany1992 @stphil @MzDivah67 @Progress4Ohio @graceslick77 @AuntLulie @deejayedee He cool, but NO #SemST",hillary clinton,2
Apple and Walmart = MADE IN CHINA Why does our country continue to sell us out to China in every way possible? #AppleMusic  #SemST,hillary clinton,2
Hillary has learned The Blame Game well from Obama - she blames GOP for everything! #SemST,hillary clinton,0
"@politico @anniekarni ""@HillaryClinton can't even manage @billclinton & she wants to be @POTUS"" #WakeUpAmerica #StopHillary2016 #SemST",hillary clinton,0
"@VRWCTexan WOW, she's one to talk #SemST",hillary clinton,0
"Denial. It works for Hillary, why not the Mayor of #Baltimore. #DemocratLiesMatter #SemST",hillary clinton,0
"I AM A CROOK...and I like it, like it, yes I do #HillaryCampaignSlogan  #WakeUpAmerica #StopHillary2016 #specialreport #SemST",hillary clinton,0
RT @FutureTXLeader: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New... #SemST,hillary clinton,2
"Gov. Chafee, why are you trying to make fetch happen. It's not going to happen. #SemST",hillary clinton,2
"@_Poli_Ana_ No, she's got the #BlackLivesMatter vote w/o even talking to them.  Most blacks are brainwashed by @TheDemocrats #SemST",hillary clinton,0
@NACLA @BrasilWire SOS OBAMA Who?? @BarackObama ?? :-))))  Are you joking? #StopDilma #StopLula #StopForodeSaoPaulo #SemST,hillary clinton,2
Much like you good people I forgot about my #livetweetingbladerunner a couple weeks ago #callback #potroast #cartography #blue #SemST,hillary clinton,2
So thankful for all of the volunteers who joined us at Bliss Studio in Fairfield tonight! #Rockstars #SemST,hillary clinton,2
@thehill @evanperez are you kidding me...leave her to focus on issues...the next prez #SemST,hillary clinton,1
